,SupplierTransactionID,SupplierID,TransactionTypeID,PurchaseOrderID,PaymentMethodID,SupplierInvoiceNumber,TransactionDate,AmountExcludingTax,TaxAmount,TransactionAmount,OutstandingBalance,FinalizationDate,IsFinalized,LastEditedBy,LastEditedWhen
1925,261375,7,5,1636.0,4,8040.0,2015-09-15,539722.6,80958.39,620680.99,0.0,2015-09-21,True,15,2015-09-21 09:00:00
1926,261755,4,5,1637.0,4,7823.0,2015-09-16,1243422.0,186513.3,1429935.3,0.0,2015-09-21,True,15,2015-09-21 09:00:00
1927,261759,7,5,1638.0,4,9365.0,2015-09-16,543369.3,81505.4,624874.7,0.0,2015-09-21,True,15,2015-09-21 09:00:00
1928,261996,4,5,1639.0,4,4280.0,2015-09-17,1242594.0,186389.1,1428983.1,0.0,2015-09-21,True,15,2015-09-21 09:00:00
1929,262000,7,5,1640.0,4,7759.0,2015-09-17,543190.0,81478.5,624668.5,0.0,2015-09-21,True,15,2015-09-21 09:00:00
1930,262464,4,5,1641.0,4,1141.0,2015-09-18,1243926.0,186588.9,1430514.9,0.0,2015-09-21,True,15,2015-09-21 09:00:00
1931,262468,7,5,1642.0,4,6474.0,2015-09-18,544375.9,81656.39,626032.29,0.0,2015-09-21,True,15,2015-09-21 09:00:00
1932,263045,4,5,1643.0,4,2472.0,2015-09-21,1243278.0,186491.7,1429769.7,0.0,2015-09-21,True,15,2015-09-21 09:00:00
1933,263049,7,5,1644.0,4,5594.0,2015-09-21,545774.1,81866.12,627640.22,0.0,2015-09-21,True,15,2015-09-21 09:00:00
1934,263052,4,5,1645.0,4,4631.0,2015-09-21,1026.0,153.9,1179.9,0.0,2015-09-21,True,15,2015-09-21 09:00:00
1935,263055,7,5,1646.0,4,74.0,2015-09-21,2807.5,421.13,3228.63,0.0,2015-09-21,True,15,2015-09-21 09:00:00
1936,263056,4,7,,4,,2015-09-21,0.0,0.0,-7149276.3,0.0,2015-09-21,True,15,2015-09-21 09:00:00
1937,263057,7,7,,4,,2015-09-21,0.0,0.0,-3127125.33,0.0,2015-09-21,True,15,2015-09-21 09:00:00
1938,263452,4,5,1647.0,4,8769.0,2015-09-22,1247328.0,187099.2,1434427.2,0.0,2015-09-28,True,3,2015-09-28 09:00:00
1939,263456,7,5,1648.0,4,6119.0,2015-09-22,549166.2,82374.93,631541.13,0.0,2015-09-28,True,3,2015-09-28 09:00:00
1940,263941,4,5,1649.0,4,3853.0,2015-09-23,1252482.0,187872.3,1440354.3,0.0,2015-09-28,True,3,2015-09-28 09:00:00
1941,263945,7,5,1650.0,4,7935.0,2015-09-23,550367.3,82555.1,632922.4,0.0,2015-09-28,True,3,2015-09-28 09:00:00
1942,264469,4,5,1651.0,4,5801.0,2015-09-24,1256274.0,188441.1,1444715.1,0.0,2015-09-28,True,3,2015-09-28 09:00:00
1943,264473,7,5,1652.0,4,3080.0,2015-09-24,550246.6,82536.99,632783.59,0.0,2015-09-28,True,3,2015-09-28 09:00:00
1944,264697,4,5,1653.0,4,5716.0,2015-09-25,1256664.0,188499.6,1445163.6,0.0,2015-09-28,True,3,2015-09-28 09:00:00
1945,264701,7,5,1654.0,4,9113.0,2015-09-25,549992.5,82498.88,632491.38,0.0,2015-09-28,True,3,2015-09-28 09:00:00
1946,265271,4,5,1655.0,4,1334.0,2015-09-28,1256232.0,188434.8,1444666.8,0.0,2015-09-28,True,3,2015-09-28 09:00:00
1947,265275,7,5,1656.0,4,8081.0,2015-09-28,551992.2,82798.83,634791.03,0.0,2015-09-28,True,3,2015-09-28 09:00:00
1948,265281,4,5,1657.0,4,3019.0,2015-09-28,3144.0,471.6,3615.6,0.0,2015-09-28,True,3,2015-09-28 09:00:00
1949,265282,4,7,,4,,2015-09-28,0.0,0.0,-7212942.6,0.0,2015-09-28,True,3,2015-09-28 09:00:00
1950,265283,7,7,,4,,2015-09-28,0.0,0.0,-3164529.53,0.0,2015-09-28,True,3,2015-09-28 09:00:00
1951,265556,4,5,1658.0,4,437.0,2015-09-29,1260420.0,189063.0,1449483.0,0.0,2015-10-05,True,2,2015-10-05 09:00:00
1952,265560,7,5,1659.0,4,5908.0,2015-09-29,552372.4,82855.86,635228.26,0.0,2015-10-05,True,2,2015-10-05 09:00:00
1953,265989,4,5,1660.0,4,773.0,2015-09-30,1265826.0,189873.9,1455699.9,0.0,2015-10-05,True,2,2015-10-05 09:00:00
1954,265993,7,5,1661.0,4,4254.0,2015-09-30,560283.1,84042.47,644325.57,0.0,2015-10-05,True,2,2015-10-05 09:00:00
1955,266400,4,5,1662.0,4,7024.0,2015-10-01,1267662.0,190149.3,1457811.3,0.0,2015-10-05,True,2,2015-10-05 09:00:00
1956,266404,7,5,1663.0,4,8828.0,2015-10-01,560303.3,84045.5,644348.8,0.0,2015-10-05,True,2,2015-10-05 09:00:00
1957,266620,4,5,1664.0,4,3820.0,2015-10-02,1268544.0,190281.6,1458825.6,0.0,2015-10-05,True,2,2015-10-05 09:00:00
1958,266624,7,5,1665.0,4,4332.0,2015-10-02,560460.5,84069.08,644529.58,0.0,2015-10-05,True,2,2015-10-05 09:00:00
1959,267284,4,5,1666.0,4,752.0,2015-10-05,1273230.0,190984.5,1464214.5,0.0,2015-10-05,True,2,2015-10-05 09:00:00
1960,267288,7,5,1667.0,4,756.0,2015-10-05,561363.7,84204.56,645568.26,0.0,2015-10-05,True,2,2015-10-05 09:00:00
1961,267291,4,5,1668.0,4,5191.0,2015-10-05,1428.0,214.2,1642.2,0.0,2015-10-05,True,2,2015-10-05 09:00:00
1962,267293,7,5,1669.0,4,5571.0,2015-10-05,237.5,35.63,273.13,0.0,2015-10-05,True,2,2015-10-05 09:00:00
1963,267294,4,7,,4,,2015-10-05,0.0,0.0,-7287676.5,0.0,2015-10-05,True,2,2015-10-05 09:00:00
1964,267295,7,7,,4,,2015-10-05,0.0,0.0,-3214273.6,0.0,2015-10-05,True,2,2015-10-05 09:00:00
1965,267511,4,5,1670.0,4,9053.0,2015-10-06,1273542.0,191031.3,1464573.3,0.0,2015-10-12,True,9,2015-10-12 09:00:00
1966,267515,7,5,1671.0,4,6296.0,2015-10-06,560323.5,84048.53,644372.03,0.0,2015-10-12,True,9,2015-10-12 09:00:00
1967,268024,4,5,1672.0,4,5612.0,2015-10-07,1278414.0,191762.1,1470176.1,0.0,2015-10-12,True,9,2015-10-12 09:00:00
1968,268028,7,5,1673.0,4,1430.0,2015-10-07,561789.2,84268.38,646057.58,0.0,2015-10-12,True,9,2015-10-12 09:00:00
1969,268285,4,5,1674.0,4,6102.0,2015-10-08,1278468.0,191770.2,1470238.2,0.0,2015-10-12,True,9,2015-10-12 09:00:00
1970,268289,7,5,1675.0,4,1909.0,2015-10-08,562037.4,84305.61,646343.01,0.0,2015-10-12,True,9,2015-10-12 09:00:00
1971,268665,4,5,1676.0,4,7499.0,2015-10-09,1279518.0,191927.7,1471445.7,0.0,2015-10-12,True,9,2015-10-12 09:00:00
1972,268669,7,5,1677.0,4,6723.0,2015-10-09,562086.5,84312.98,646399.48,0.0,2015-10-12,True,9,2015-10-12 09:00:00
1973,269308,4,5,1678.0,4,3190.0,2015-10-12,1279158.0,191873.7,1471031.7,0.0,2015-10-12,True,9,2015-10-12 09:00:00
1974,269312,7,5,1679.0,4,1101.0,2015-10-12,566177.6,84926.64,651104.24,0.0,2015-10-12,True,9,2015-10-12 09:00:00
1975,269315,4,5,1680.0,4,1007.0,2015-10-12,372.0,55.8,427.8,0.0,2015-10-12,True,9,2015-10-12 09:00:00
1976,269317,7,5,1681.0,4,1195.0,2015-10-12,115.2,17.28,132.48,0.0,2015-10-12,True,9,2015-10-12 09:00:00
1977,269318,4,7,,4,,2015-10-12,0.0,0.0,-7347892.8,0.0,2015-10-12,True,9,2015-10-12 09:00:00
1978,269319,7,7,,4,,2015-10-12,0.0,0.0,-3234408.82,0.0,2015-10-12,True,9,2015-10-12 09:00:00
1979,269592,4,5,1682.0,4,5429.0,2015-10-13,1280142.0,192021.3,1472163.3,0.0,2015-10-19,True,9,2015-10-19 09:00:00
1980,269596,7,5,1683.0,4,36.0,2015-10-13,565607.7,84841.16,650448.86,0.0,2015-10-19,True,9,2015-10-19 09:00:00
1981,269871,4,5,1684.0,4,5045.0,2015-10-14,1280778.0,192116.7,1472894.7,0.0,2015-10-19,True,9,2015-10-19 09:00:00
1982,269875,7,5,1685.0,4,5633.0,2015-10-14,566408.4,84961.26,651369.66,0.0,2015-10-19,True,9,2015-10-19 09:00:00
1983,270327,4,5,1686.0,4,1969.0,2015-10-15,1282434.0,192365.1,1474799.1,0.0,2015-10-19,True,9,2015-10-19 09:00:00
1984,270331,7,5,1687.0,4,3042.0,2015-10-15,566934.7,85040.21,651974.91,0.0,2015-10-19,True,9,2015-10-19 09:00:00
1985,270630,4,5,1688.0,4,3774.0,2015-10-16,1285152.0,192772.8,1477924.8,0.0,2015-10-19,True,9,2015-10-19 09:00:00
1986,270634,7,5,1689.0,4,4125.0,2015-10-16,568269.2,85240.38,653509.58,0.0,2015-10-19,True,9,2015-10-19 09:00:00
1987,271312,4,5,1690.0,4,1276.0,2015-10-19,1287882.0,193182.3,1481064.3,0.0,2015-10-19,True,9,2015-10-19 09:00:00
1988,271316,7,5,1691.0,4,472.0,2015-10-19,569826.6,85473.99,655300.59,0.0,2015-10-19,True,9,2015-10-19 09:00:00
1989,271319,4,5,1692.0,4,476.0,2015-10-19,1290.0,193.5,1483.5,0.0,2015-10-19,True,9,2015-10-19 09:00:00
1990,271321,7,5,1693.0,4,4523.0,2015-10-19,285.0,42.75,327.75,0.0,2015-10-19,True,9,2015-10-19 09:00:00
1991,271322,4,7,,4,,2015-10-19,0.0,0.0,-7380329.7,0.0,2015-10-19,True,9,2015-10-19 09:00:00
1992,271323,7,7,,4,,2015-10-19,0.0,0.0,-3262931.35,0.0,2015-10-19,True,9,2015-10-19 09:00:00
1993,271829,4,5,1694.0,4,7916.0,2015-10-20,1293966.0,194094.9,1488060.9,0.0,2015-10-26,True,16,2015-10-26 09:00:00
1994,271833,7,5,1695.0,4,2284.0,2015-10-20,572617.9,85892.69,658510.59,0.0,2015-10-26,True,16,2015-10-26 09:00:00
1995,272213,4,5,1696.0,4,7224.0,2015-10-21,1294872.0,194230.8,1489102.8,0.0,2015-10-26,True,16,2015-10-26 09:00:00
1996,272217,7,5,1697.0,4,4742.0,2015-10-21,572058.6,85808.79,657867.39,0.0,2015-10-26,True,16,2015-10-26 09:00:00
1997,272746,4,5,1698.0,4,6310.0,2015-10-22,1299384.0,194907.6,1494291.6,0.0,2015-10-26,True,16,2015-10-26 09:00:00
1998,272750,7,5,1699.0,4,2613.0,2015-10-22,573307.0,85996.05,659303.05,0.0,2015-10-26,True,16,2015-10-26 09:00:00
1999,273140,4,5,1700.0,4,9148.0,2015-10-23,1301760.0,195264.0,1497024.0,0.0,2015-10-26,True,16,2015-10-26 09:00:00
2000,273144,7,5,1701.0,4,9454.0,2015-10-23,575604.9,86340.74,661945.64,0.0,2015-10-26,True,16,2015-10-26 09:00:00
2001,273580,4,5,1702.0,4,3884.0,2015-10-26,1304628.0,195694.2,1500322.2,0.0,2015-10-26,True,16,2015-10-26 09:00:00
2002,273584,7,5,1703.0,4,825.0,2015-10-26,575895.6,86384.34,662279.94,0.0,2015-10-26,True,16,2015-10-26 09:00:00
2003,273588,4,5,1704.0,4,3439.0,2015-10-26,1836.0,275.4,2111.4,0.0,2015-10-26,True,16,2015-10-26 09:00:00
2004,273590,7,5,1705.0,4,2636.0,2015-10-26,1360.0,204.0,1564.0,0.0,2015-10-26,True,16,2015-10-26 09:00:00
2005,273591,4,7,,4,,2015-10-26,0.0,0.0,-7470912.9,0.0,2015-10-26,True,16,2015-10-26 09:00:00
2006,273592,7,7,,4,,2015-10-26,0.0,0.0,-3301470.61,0.0,2015-10-26,True,16,2015-10-26 09:00:00
2007,273950,4,5,1706.0,4,4258.0,2015-10-27,1306524.0,195978.6,1502502.6,0.0,2015-11-02,True,4,2015-11-02 09:00:00
2008,273954,7,5,1707.0,4,6334.0,2015-10-27,578807.6,86821.14,665628.74,0.0,2015-11-02,True,4,2015-11-02 09:00:00
2009,274184,4,5,1708.0,4,8801.0,2015-10-28,1307004.0,196050.6,1503054.6,0.0,2015-11-02,True,4,2015-11-02 09:00:00
2010,274188,7,5,1709.0,4,3413.0,2015-10-28,579608.3,86941.25,666549.55,0.0,2015-11-02,True,4,2015-11-02 09:00:00
2011,274554,4,5,1710.0,4,2898.0,2015-10-29,1307340.0,196101.0,1503441.0,0.0,2015-11-02,True,4,2015-11-02 09:00:00
2012,274558,7,5,1711.0,4,1427.0,2015-10-29,581983.0,87297.45,669280.45,0.0,2015-11-02,True,4,2015-11-02 09:00:00
2013,274874,4,5,1712.0,4,6761.0,2015-10-30,1308906.0,196335.9,1505241.9,0.0,2015-11-02,True,4,2015-11-02 09:00:00
2014,274878,7,5,1713.0,4,7855.0,2015-10-30,581566.2,87234.93,668801.13,0.0,2015-11-02,True,4,2015-11-02 09:00:00
2015,275478,4,5,1714.0,4,8389.0,2015-11-02,1312404.0,196860.6,1509264.6,0.0,2015-11-02,True,4,2015-11-02 09:00:00
2016,275482,7,5,1715.0,4,2812.0,2015-11-02,581917.4,87287.61,669205.01,0.0,2015-11-02,True,4,2015-11-02 09:00:00
2017,275487,4,5,1716.0,4,4780.0,2015-11-02,3504.0,525.6,4029.6,0.0,2015-11-02,True,4,2015-11-02 09:00:00
2018,275489,7,5,1717.0,4,9921.0,2015-11-02,1360.0,204.0,1564.0,0.0,2015-11-02,True,4,2015-11-02 09:00:00
2019,275490,4,7,,4,,2015-11-02,0.0,0.0,-7527534.3,0.0,2015-11-02,True,4,2015-11-02 09:00:00
2020,275491,7,7,,4,,2015-11-02,0.0,0.0,-3341028.88,0.0,2015-11-02,True,4,2015-11-02 09:00:00
2021,275777,4,5,1718.0,4,5127.0,2015-11-03,1319928.0,197989.2,1517917.2,0.0,2015-11-09,True,4,2015-11-09 09:00:00
2022,275781,7,5,1719.0,4,274.0,2015-11-03,583014.2,87452.13,670466.33,0.0,2015-11-09,True,4,2015-11-09 09:00:00
2023,276313,4,5,1720.0,4,4563.0,2015-11-04,1323114.0,198467.1,1521581.1,0.0,2015-11-09,True,4,2015-11-09 09:00:00
2024,276317,7,5,1721.0,4,8594.0,2015-11-04,583866.3,87579.95,671446.25,0.0,2015-11-09,True,4,2015-11-09 09:00:00
2025,276745,4,5,1722.0,4,2538.0,2015-11-05,1326168.0,198925.2,1525093.2,0.0,2015-11-09,True,4,2015-11-09 09:00:00
2026,276749,7,5,1723.0,4,21.0,2015-11-05,584116.5,87617.48,671733.98,0.0,2015-11-09,True,4,2015-11-09 09:00:00
2027,277097,4,5,1724.0,4,2647.0,2015-11-06,1327620.0,199143.0,1526763.0,0.0,2015-11-09,True,4,2015-11-09 09:00:00
2028,277101,7,5,1725.0,4,1329.0,2015-11-06,583557.2,87533.58,671090.78,0.0,2015-11-09,True,4,2015-11-09 09:00:00
2029,277561,4,5,1726.0,4,3712.0,2015-11-09,1328040.0,199206.0,1527246.0,0.0,2015-11-09,True,4,2015-11-09 09:00:00
2030,277565,7,5,1727.0,4,7983.0,2015-11-09,584935.4,87740.31,672675.71,0.0,2015-11-09,True,4,2015-11-09 09:00:00
2031,277567,4,5,1728.0,4,5868.0,2015-11-09,336.0,50.4,386.4,0.0,2015-11-09,True,4,2015-11-09 09:00:00
2032,277569,7,5,1729.0,4,7728.0,2015-11-09,95.0,14.25,109.25,0.0,2015-11-09,True,4,2015-11-09 09:00:00
2033,277570,4,7,,4,,2015-11-09,0.0,0.0,-7618986.9,0.0,2015-11-09,True,4,2015-11-09 09:00:00
2034,277571,7,7,,4,,2015-11-09,0.0,0.0,-3357522.3,0.0,2015-11-09,True,4,2015-11-09 09:00:00
2035,277891,4,5,1730.0,4,8116.0,2015-11-10,1327116.0,199067.4,1526183.4,0.0,2015-11-16,True,19,2015-11-16 09:00:00
2036,277895,7,5,1731.0,4,1122.0,2015-11-10,586219.7,87932.96,674152.66,0.0,2015-11-16,True,19,2015-11-16 09:00:00
2037,278305,4,5,1732.0,4,5898.0,2015-11-11,1332300.0,199845.0,1532145.0,0.0,2015-11-16,True,19,2015-11-16 09:00:00
2038,278309,7,5,1733.0,4,1896.0,2015-11-11,586510.3,87976.55,674486.85,0.0,2015-11-16,True,19,2015-11-16 09:00:00
2039,278764,4,5,1734.0,4,8388.0,2015-11-12,1338606.0,200790.9,1539396.9,0.0,2015-11-16,True,19,2015-11-16 09:00:00
2040,278768,7,5,1735.0,4,417.0,2015-11-12,590252.0,88537.8,678789.8,0.0,2015-11-16,True,19,2015-11-16 09:00:00
2041,278980,4,5,1736.0,4,5049.0,2015-11-13,1339128.0,200869.2,1539997.2,0.0,2015-11-16,True,19,2015-11-16 09:00:00
2042,278984,7,5,1737.0,4,4157.0,2015-11-13,591546.3,88731.95,680278.25,0.0,2015-11-16,True,19,2015-11-16 09:00:00
2043,279647,4,5,1738.0,4,6485.0,2015-11-16,1340484.0,201072.6,1541556.6,0.0,2015-11-16,True,19,2015-11-16 09:00:00
2044,279651,7,5,1739.0,4,4927.0,2015-11-16,594101.5,89115.23,683216.73,0.0,2015-11-16,True,19,2015-11-16 09:00:00
2045,279655,4,5,1740.0,4,5108.0,2015-11-16,3312.0,496.8,3808.8,0.0,2015-11-16,True,19,2015-11-16 09:00:00
2046,279658,7,5,1741.0,4,1113.0,2015-11-16,550.0,82.5,632.5,0.0,2015-11-16,True,19,2015-11-16 09:00:00
2047,279659,4,7,,4,,2015-11-16,0.0,0.0,-7683087.9,0.0,2015-11-16,True,19,2015-11-16 09:00:00
2048,279660,7,7,,4,,2015-11-16,0.0,0.0,-3391556.79,0.0,2015-11-16,True,19,2015-11-16 09:00:00
2049,279844,4,5,1742.0,4,28.0,2015-11-17,1344132.0,201619.8,1545751.8,0.0,2015-11-23,True,14,2015-11-23 09:00:00
2050,279848,7,5,1743.0,4,639.0,2015-11-17,594223.6,89133.54,683357.14,0.0,2015-11-23,True,14,2015-11-23 09:00:00
2051,280098,4,5,1744.0,4,8271.0,2015-11-18,1344396.0,201659.4,1546055.4,0.0,2015-11-23,True,14,2015-11-23 09:00:00
2052,280102,7,5,1745.0,4,5976.0,2015-11-18,595674.9,89351.24,685026.14,0.0,2015-11-23,True,14,2015-11-23 09:00:00
2053,280525,4,5,1746.0,4,975.0,2015-11-19,1345704.0,201855.6,1547559.6,0.0,2015-11-23,True,14,2015-11-23 09:00:00
2054,280529,7,5,1747.0,4,6726.0,2015-11-19,595638.1,89345.72,684983.82,0.0,2015-11-23,True,14,2015-11-23 09:00:00
2055,280917,4,5,1748.0,4,3455.0,2015-11-20,1348830.0,202324.5,1551154.5,0.0,2015-11-23,True,14,2015-11-23 09:00:00
2056,280921,7,5,1749.0,4,3577.0,2015-11-20,598688.8,89803.32,688492.12,0.0,2015-11-23,True,14,2015-11-23 09:00:00
2057,281581,4,5,1750.0,4,195.0,2015-11-23,1350594.0,202589.1,1553183.1,0.0,2015-11-23,True,14,2015-11-23 09:00:00
2058,281585,7,5,1751.0,4,9132.0,2015-11-23,599747.0,89962.05,689709.05,0.0,2015-11-23,True,14,2015-11-23 09:00:00
2059,281587,4,5,1752.0,4,5999.0,2015-11-23,420.0,63.0,483.0,0.0,2015-11-23,True,14,2015-11-23 09:00:00
2060,281588,4,7,,4,,2015-11-23,0.0,0.0,-7744187.4,0.0,2015-11-23,True,14,2015-11-23 09:00:00
2061,281589,7,7,,4,,2015-11-23,0.0,0.0,-3431568.27,0.0,2015-11-23,True,14,2015-11-23 09:00:00
2062,282054,4,5,1753.0,4,5300.0,2015-11-24,1353378.0,203006.7,1556384.7,0.0,2015-11-30,True,16,2015-11-30 09:00:00
2063,282058,7,5,1754.0,4,3398.0,2015-11-24,599114.5,89867.18,688981.68,0.0,2015-11-30,True,16,2015-11-30 09:00:00
2064,282612,4,5,1755.0,4,1886.0,2015-11-25,1357716.0,203657.4,1561373.4,0.0,2015-11-30,True,16,2015-11-30 09:00:00
2065,282616,7,5,1756.0,4,777.0,2015-11-25,599125.2,89868.78,688993.98,0.0,2015-11-30,True,16,2015-11-30 09:00:00
2066,282929,4,5,1757.0,4,8652.0,2015-11-26,1361142.0,204171.3,1565313.3,0.0,2015-11-30,True,16,2015-11-30 09:00:00
2067,282933,7,5,1758.0,4,975.0,2015-11-26,600425.1,90063.77,690488.87,0.0,2015-11-30,True,16,2015-11-30 09:00:00
2068,283156,4,5,1759.0,4,3010.0,2015-11-27,1362090.0,204313.5,1566403.5,0.0,2015-11-30,True,16,2015-11-30 09:00:00
2069,283160,7,5,1760.0,4,5696.0,2015-11-27,599942.6,89991.39,689933.99,0.0,2015-11-30,True,16,2015-11-30 09:00:00
2070,283541,4,5,1761.0,4,9711.0,2015-11-30,1364022.0,204603.3,1568625.3,0.0,2015-11-30,True,16,2015-11-30 09:00:00
2071,283545,7,5,1762.0,4,4224.0,2015-11-30,600465.3,90069.8,690535.1,0.0,2015-11-30,True,16,2015-11-30 09:00:00
2072,283547,4,5,1763.0,4,9003.0,2015-11-30,420.0,63.0,483.0,0.0,2015-11-30,True,16,2015-11-30 09:00:00
2073,283548,4,7,,4,,2015-11-30,0.0,0.0,-7818583.2,0.0,2015-11-30,True,16,2015-11-30 09:00:00
2074,283549,7,7,,4,,2015-11-30,0.0,0.0,-3448933.62,0.0,2015-11-30,True,16,2015-11-30 09:00:00
2075,283775,4,5,1764.0,4,5860.0,2015-12-01,1366566.0,204984.9,1571550.9,0.0,2015-12-07,True,8,2015-12-07 09:00:00
2076,283779,7,5,1765.0,4,9170.0,2015-12-01,599697.6,89954.64,689652.24,0.0,2015-12-07,True,8,2015-12-07 09:00:00
2077,284209,4,5,1766.0,4,7320.0,2015-12-02,1370376.0,205556.4,1575932.4,0.0,2015-12-07,True,8,2015-12-07 09:00:00
2078,284213,7,5,1767.0,4,5535.0,2015-12-02,599748.7,89962.31,689711.01,0.0,2015-12-07,True,8,2015-12-07 09:00:00
2079,284440,4,5,1768.0,4,1757.0,2015-12-03,1371414.0,205712.1,1577126.1,0.0,2015-12-07,True,8,2015-12-07 09:00:00
2080,284444,7,5,1769.0,4,3848.0,2015-12-03,600324.6,90048.69,690373.29,0.0,2015-12-07,True,8,2015-12-07 09:00:00
2081,284924,4,5,1770.0,4,2583.0,2015-12-04,1373844.0,206076.6,1579920.6,0.0,2015-12-07,True,8,2015-12-07 09:00:00
2082,284928,7,5,1771.0,4,2793.0,2015-12-04,602353.6,90353.04,692706.64,0.0,2015-12-07,True,8,2015-12-07 09:00:00
2083,285477,4,5,1772.0,4,4325.0,2015-12-07,1373976.0,206096.4,1580072.4,0.0,2015-12-07,True,8,2015-12-07 09:00:00
2084,285481,7,5,1773.0,4,5004.0,2015-12-07,601794.3,90269.15,692063.45,0.0,2015-12-07,True,8,2015-12-07 09:00:00
2085,285485,4,5,1774.0,4,4.0,2015-12-07,1908.0,286.2,2194.2,0.0,2015-12-07,True,8,2015-12-07 09:00:00
2086,285488,7,5,1775.0,4,1405.0,2015-12-07,2116.8,317.52,2434.32,0.0,2015-12-07,True,8,2015-12-07 09:00:00
2087,285489,4,7,,4,,2015-12-07,0.0,0.0,-7886796.6,0.0,2015-12-07,True,8,2015-12-07 09:00:00
2088,285490,7,7,,4,,2015-12-07,0.0,0.0,-3456940.95,0.0,2015-12-07,True,8,2015-12-07 09:00:00
2089,285834,4,5,1776.0,4,1056.0,2015-12-08,1377912.0,206686.8,1584598.8,0.0,2015-12-14,True,8,2015-12-14 09:00:00
2090,285838,7,5,1777.0,4,2420.0,2015-12-08,605852.4,90877.86,696730.26,0.0,2015-12-14,True,8,2015-12-14 09:00:00
2091,286341,4,5,1778.0,4,7131.0,2015-12-09,1379190.0,206878.5,1586068.5,0.0,2015-12-14,True,8,2015-12-14 09:00:00
2092,286345,7,5,1779.0,4,3224.0,2015-12-09,608486.3,91272.95,699759.25,0.0,2015-12-14,True,8,2015-12-14 09:00:00
2093,286749,4,5,1780.0,4,1474.0,2015-12-10,1381506.0,207225.9,1588731.9,0.0,2015-12-14,True,8,2015-12-14 09:00:00
2094,286753,7,5,1781.0,4,8264.0,2015-12-10,608612.6,91291.89,699904.49,0.0,2015-12-14,True,8,2015-12-14 09:00:00
2095,287123,4,5,1782.0,4,1674.0,2015-12-11,1383138.0,207470.7,1590608.7,0.0,2015-12-14,True,8,2015-12-14 09:00:00
2096,287127,7,5,1783.0,4,8524.0,2015-12-11,608245.3,91236.8,699482.1,0.0,2015-12-14,True,8,2015-12-14 09:00:00
2097,287547,4,5,1784.0,4,718.0,2015-12-14,1382874.0,207431.1,1590305.1,0.0,2015-12-14,True,8,2015-12-14 09:00:00
2098,287551,7,5,1785.0,4,4834.0,2015-12-14,608070.0,91210.5,699280.5,0.0,2015-12-14,True,8,2015-12-14 09:00:00
2099,287555,4,5,1786.0,4,1492.0,2015-12-14,1890.0,283.5,2173.5,0.0,2015-12-14,True,8,2015-12-14 09:00:00
2100,287558,7,5,1787.0,4,4271.0,2015-12-14,2080.0,312.0,2392.0,0.0,2015-12-14,True,8,2015-12-14 09:00:00
2101,287559,4,7,,4,,2015-12-14,0.0,0.0,-7942486.5,0.0,2015-12-14,True,8,2015-12-14 09:00:00
2102,287560,7,7,,4,,2015-12-14,0.0,0.0,-3497548.6,0.0,2015-12-14,True,8,2015-12-14 09:00:00
2103,287834,4,5,1788.0,4,9454.0,2015-12-15,1386162.0,207924.3,1594086.3,0.0,2015-12-21,True,3,2015-12-21 09:00:00
2104,287838,7,5,1789.0,4,2112.0,2015-12-15,611634.1,91745.12,703379.22,0.0,2015-12-21,True,3,2015-12-21 09:00:00
2105,288190,4,5,1790.0,4,9803.0,2015-12-16,1387824.0,208173.6,1595997.6,0.0,2015-12-21,True,3,2015-12-21 09:00:00
2106,288194,7,5,1791.0,4,3325.0,2015-12-16,612589.7,91888.46,704478.16,0.0,2015-12-21,True,3,2015-12-21 09:00:00
2107,288501,4,5,1792.0,4,5855.0,2015-12-17,1389144.0,208371.6,1597515.6,0.0,2015-12-21,True,3,2015-12-21 09:00:00
2108,288505,7,5,1793.0,4,6233.0,2015-12-17,613070.4,91960.56,705030.96,0.0,2015-12-21,True,3,2015-12-21 09:00:00
2109,288848,4,5,1794.0,4,8374.0,2015-12-18,1388148.0,208222.2,1596370.2,0.0,2015-12-21,True,3,2015-12-21 09:00:00
2110,288852,7,5,1795.0,4,233.0,2015-12-18,613216.5,91982.48,705198.98,0.0,2015-12-21,True,3,2015-12-21 09:00:00
2111,289320,4,5,1796.0,4,9837.0,2015-12-21,1389096.0,208364.4,1597460.4,0.0,2015-12-21,True,3,2015-12-21 09:00:00
2112,289324,7,5,1797.0,4,6256.0,2015-12-21,614219.7,92132.96,706352.66,0.0,2015-12-21,True,3,2015-12-21 09:00:00
2113,289328,4,5,1798.0,4,5737.0,2015-12-21,1440.0,216.0,1656.0,0.0,2015-12-21,True,3,2015-12-21 09:00:00
2114,289331,7,5,1799.0,4,226.0,2015-12-21,1352.5,202.88,1555.38,0.0,2015-12-21,True,3,2015-12-21 09:00:00
2115,289332,4,7,,4,,2015-12-21,0.0,0.0,-7983086.1,0.0,2015-12-21,True,3,2015-12-21 09:00:00
2116,289333,7,7,,4,,2015-12-21,0.0,0.0,-3525995.36,0.0,2015-12-21,True,3,2015-12-21 09:00:00
2117,289559,4,5,1800.0,4,5772.0,2015-12-22,1392264.0,208839.6,1601103.6,0.0,2015-12-28,True,13,2015-12-28 09:00:00
2118,289563,7,5,1801.0,4,4374.0,2015-12-22,617284.7,92592.71,709877.41,0.0,2015-12-28,True,13,2015-12-28 09:00:00
